datetime,count
2011-02-23 02:00:00,2.99
2011-02-23 03:00:00,1.265
2011-02-23 05:00:00,5.395
2011-02-23 06:00:00,42.745
2011-02-23 07:00:00,81.99
2011-02-23 08:00:00,247.085
2011-02-23 09:00:00,181.19
2011-02-23 10:00:00,86.645
2011-02-23 11:00:00,97.51
2011-02-23 12:00:00,89.735
2011-02-23 13:00:00,97.77
2011-02-23 14:00:00,107.455
2011-02-23 15:00:00,111.98
2011-02-23 16:00:00,159.595
2011-02-23 17:00:00,297.435
2011-02-23 18:00:00,285.455
2011-02-23 19:00:00,230.22
2011-02-23 20:00:00,83.96
2011-02-23 21:00:00,84.725
2011-02-23 22:00:00,60.27
2011-02-23 23:00:00,33.79
2011-02-24 00:00:00,14.01
2011-02-24 01:00:00,6.23
2011-02-24 02:00:00,2.89
2011-02-24 03:00:00,2.475
2011-02-24 05:00:00,13.51
2011-02-24 06:00:00,61.79
2011-02-24 07:00:00,192.105
2011-02-24 08:00:00,432.79
2011-02-24 09:00:00,200.525
2011-02-24 10:00:00,113.37
2011-02-24 11:00:00,123.385
2011-02-24 12:00:00,142.13
2011-02-24 13:00:00,132.365
2011-02-24 14:00:00,143.72
2011-02-24 15:00:00,91.005
2011-02-24 16:00:00,94.805
2011-02-24 17:00:00,211.17
2011-02-24 18:00:00,178.99
2011-02-24 19:00:00,134.035
2011-02-24 20:00:00,110.865
2011-02-24 21:00:00,83.02
2011-02-24 22:00:00,48
2011-02-24 23:00:00,50.305
2011-02-25 00:00:00,18.8
2011-02-25 01:00:00,14.19
2011-02-25 02:00:00,9.305
2011-02-25 03:00:00,2.21
2011-02-25 05:00:00,14.405
2011-02-25 06:00:00,71.85
2011-02-25 07:00:00,199.35
2011-02-25 08:00:00,290.185
2011-02-25 09:00:00,123.465
2011-02-25 10:00:00,76.46
2011-02-25 11:00:00,173.815
2011-02-25 12:00:00,181.56
2011-02-25 13:00:00,180.79
2011-02-25 14:00:00,181.395
2011-02-25 15:00:00,198.875
2011-02-25 16:00:00,167.995
2011-02-25 17:00:00,239.5
2011-02-25 18:00:00,202.125
2011-02-25 19:00:00,131.845
2011-02-25 20:00:00,105.665
2011-02-25 21:00:00,87
2011-02-25 22:00:00,65.805
2011-02-25 23:00:00,43.81
2011-02-26 00:00:00,45.325
2011-02-26 01:00:00,41.33
2011-02-26 02:00:00,23.05
2011-02-26 03:00:00,14.775
2011-02-26 04:00:00,3.915
2011-02-26 05:00:00,3.605
2011-02-26 06:00:00,5.08
2011-02-26 07:00:00,11.36
2011-02-26 08:00:00,63.555
2011-02-26 09:00:00,99.585
2011-02-26 10:00:00,189.925
2011-02-26 11:00:00,287.815
2011-02-26 12:00:00,243.965
2011-02-26 13:00:00,219.925
2011-02-26 14:00:00,178.47
2011-02-26 15:00:00,197.425
2011-02-26 16:00:00,253.72
2011-02-26 17:00:00,228.96
2011-02-26 18:00:00,196.715
2011-02-26 19:00:00,104.04
2011-02-26 20:00:00,94.005
2011-02-26 21:00:00,68.2
2011-02-26 22:00:00,74.275
2011-02-26 23:00:00,52.915
2011-02-27 00:00:00,48.455
2011-02-27 01:00:00,41.41
2011-02-27 02:00:00,35.13
2011-02-27 03:00:00,15.515
2011-02-27 04:00:00,7.905
2011-02-27 06:00:00,4.56
2011-02-27 07:00:00,18.375
2011-02-27 08:00:00,121.265
2011-02-27 09:00:00,135.19
2011-02-27 10:00:00,136.325
2011-02-27 11:00:00,206.935
2011-02-27 12:00:00,214.61
2011-02-27 13:00:00,326.62
2011-02-27 14:00:00,362.59
2011-02-27 15:00:00,357.215
2011-02-27 16:00:00,370.275
2011-02-27 17:00:00,186.91
2011-02-27 18:00:00,154.83
2011-02-27 19:00:00,144.025
2011-02-27 20:00:00,108.37
2011-02-27 21:00:00,87.445
2011-02-27 22:00:00,75.005
2011-02-27 23:00:00,57.475
2011-02-28 00:00:00,17.34
2011-02-28 01:00:00,5.355
2011-02-28 03:00:00,1.69
2011-02-28 05:00:00,13.8
2011-02-28 06:00:00,63.28
2011-02-28 07:00:00,217.1
2011-02-28 08:00:00,313.26
2011-02-28 09:00:00,221.215
2011-02-28 10:00:00,140.955
2011-02-28 11:00:00,148.69
2011-02-28 12:00:00,166.51
2011-02-28 13:00:00,123.4
2011-02-28 14:00:00,85.94
2011-02-28 15:00:00,86.37
2011-02-28 16:00:00,142.93
2011-02-28 17:00:00,190.375
2011-02-28 18:00:00,251.055
2011-02-28 19:00:00,171.24
2011-02-28 20:00:00,136.71
2011-02-28 21:00:00,99.625
2011-02-28 22:00:00,58.93
2011-02-28 23:00:00,35.725
2011-03-20 00:00:00,56.08
2011-03-20 01:00:00,51.505
2011-03-20 02:00:00,42.61
2011-03-20 03:00:00,19.78
2011-03-20 04:00:00,7.475
2011-03-20 05:00:00,6.105
2011-03-20 06:00:00,4.645
2011-03-20 07:00:00,18.34
2011-03-20 08:00:00,62.32
2011-03-20 09:00:00,114.23
2011-03-20 10:00:00,223.665
2011-03-20 11:00:00,298.56
2011-03-20 12:00:00,348.565
2011-03-20 13:00:00,345.74
2011-03-20 14:00:00,350.72
2011-03-20 15:00:00,337.22
2011-03-20 16:00:00,351.17
2011-03-20 17:00:00,181.695
2011-03-20 18:00:00,187.67
2011-03-20 19:00:00,135.57
2011-03-20 20:00:00,99.91
2011-03-20 21:00:00,80.695
2011-03-20 22:00:00,62.67
2011-03-20 23:00:00,41.94
2011-03-21 00:00:00,17.475
2011-03-21 01:00:00,7.1
2011-03-21 02:00:00,5.645
2011-03-21 03:00:00,2.655
2011-03-21 05:00:00,8.995
2011-03-21 06:00:00,57.545
2011-03-21 07:00:00,168.16
2011-03-21 08:00:00,341.55
2011-03-21 09:00:00,177.055
2011-03-21 10:00:00,93.11
2011-03-21 11:00:00,128.765
2011-03-21 12:00:00,133.615
2011-03-21 13:00:00,154.935
2011-03-21 14:00:00,149.845
2011-03-21 15:00:00,171.715
2011-03-21 16:00:00,227.9
2011-03-21 17:00:00,496.43
2011-03-21 18:00:00,485.125
2011-03-21 19:00:00,398.98
2011-03-21 20:00:00,261.195
2011-03-21 21:00:00,158.515
2011-03-21 22:00:00,111.105
2011-03-21 23:00:00,57.995
2011-03-22 00:00:00,25.255
2011-03-22 01:00:00,9.21
2011-03-22 02:00:00,6.235
2011-03-22 03:00:00,3.775
2011-03-22 04:00:00,2.82
2011-03-22 05:00:00,22.1
2011-03-22 06:00:00,74.05
2011-03-22 07:00:00,282.805
2011-03-22 08:00:00,375.89
2011-03-22 09:00:00,232.915
2011-03-22 10:00:00,137.69
2011-03-22 11:00:00,158.595
2011-03-22 12:00:00,178.355
2011-03-22 13:00:00,178.395
2011-03-22 14:00:00,198.58
2011-03-22 15:00:00,188.265
2011-03-22 16:00:00,291.8
2011-03-22 17:00:00,528.47
2011-03-22 18:00:00,430.7475
2011-03-22 19:00:00,267.005
2011-03-22 20:00:00,165.87
2011-03-22 21:00:00,125.155
2011-03-22 22:00:00,96.215
2011-03-22 23:00:00,54.14
2011-03-23 00:00:00,18.485
2011-03-23 01:00:00,7.12
2011-03-23 02:00:00,5.375
2011-03-23 03:00:00,2.73
2011-03-23 05:00:00,8.02
2011-03-23 06:00:00,60.64
2011-03-23 07:00:00,184.245
2011-03-23 08:00:00,343.12
2011-03-23 09:00:00,182.01
2011-03-23 10:00:00,71.58
2011-03-23 11:00:00,74.3
2011-03-23 12:00:00,75.69
2011-03-23 13:00:00,74.22
2011-03-23 14:00:00,88.675
2011-03-23 15:00:00,86.25
2011-03-23 16:00:00,169.05
2011-03-23 17:00:00,305
2011-03-23 18:00:00,168.37
2011-03-23 19:00:00,159.895
2011-03-23 20:00:00,105.015
2011-03-23 21:00:00,81.635
2011-03-23 22:00:00,44.91
2011-03-23 23:00:00,33.615
2011-03-24 00:00:00,13.715
2011-03-24 01:00:00,6.85
2011-03-24 02:00:00,4.77
2011-03-24 03:00:00,2.415
2011-03-24 04:00:00,1.88
2011-03-24 05:00:00,9.475
2011-03-24 06:00:00,48.74
2011-03-24 07:00:00,127.94
2011-03-24 08:00:00,202.51
2011-03-24 09:00:00,162.775
2011-03-24 10:00:00,81.57
2011-03-24 11:00:00,82.22
2011-03-24 12:00:00,113.12
2011-03-24 13:00:00,111.45
2011-03-24 14:00:00,108.585
2011-03-24 15:00:00,108.405
2011-03-24 16:00:00,149.295
2011-03-24 17:00:00,237.215
2011-03-24 18:00:00,259.915
2011-03-24 19:00:00,176.295
2011-03-24 20:00:00,105.985
2011-03-24 21:00:00,81.165
2011-03-24 22:00:00,66.05
2011-03-24 23:00:00,39.825
2011-03-25 00:00:00,18.85
2011-03-25 01:00:00,8.905
2011-03-25 02:00:00,3.785
2011-03-25 03:00:00,3.675
2011-03-25 04:00:00,2.18
2011-03-25 05:00:00,9.845
2011-03-25 06:00:00,52.32
2011-03-25 07:00:00,194.045
2011-03-25 08:00:00,342.295
2011-03-25 09:00:00,216.85
2011-03-25 10:00:00,122.195
2011-03-25 11:00:00,150.6
2011-03-25 12:00:00,166.37
2011-03-25 13:00:00,175.795
2011-03-25 14:00:00,208.205
2011-03-25 15:00:00,188.155
2011-03-25 16:00:00,206.995
2011-03-25 17:00:00,317.295
2011-03-25 18:00:00,255.845
2011-03-25 19:00:00,213.495
2011-03-25 20:00:00,124.535
2011-03-25 21:00:00,101.175
2011-03-25 22:00:00,74.495
2011-03-25 23:00:00,53.405
2011-03-26 00:00:00,63.245
2011-03-26 01:00:00,47.2
2011-03-26 02:00:00,32.565
2011-03-26 03:00:00,15.85
2011-03-26 04:00:00,6.27
2011-03-26 05:00:00,5.57
2011-03-26 06:00:00,13.605
2011-03-26 07:00:00,32.14
2011-03-26 08:00:00,95.93
2011-03-26 09:00:00,141.2
2011-03-26 10:00:00,184.725
2011-03-26 11:00:00,205.97
2011-03-26 12:00:00,260.81
2011-03-26 13:00:00,289.21
2011-03-26 14:00:00,313.285
2011-03-26 15:00:00,310.765
2011-03-26 16:00:00,283.06
2011-03-26 17:00:00,224.47
2011-03-26 18:00:00,209.85
2011-03-26 19:00:00,122.945
2011-03-26 20:00:00,83.585
2011-03-26 21:00:00,77.94
2011-03-26 22:00:00,77.885
2011-03-26 23:00:00,53.405
2011-03-27 00:00:00,67.795
2011-03-27 01:00:00,44.355
2011-03-27 02:00:00,32.245
2011-03-27 03:00:00,18.675
2011-03-27 04:00:00,6.01
2011-03-27 06:00:00,14.72
2011-03-27 07:00:00,44.185
2011-03-27 08:00:00,59.005
2011-03-27 09:00:00,110.755
2011-03-27 10:00:00,148.385
2011-03-27 11:00:00,189.49
2011-03-27 12:00:00,224.205
2011-03-27 13:00:00,256.57
2011-03-27 14:00:00,283.95
2011-03-27 15:00:00,281.875
2011-03-27 16:00:00,272.42
2011-03-27 17:00:00,204.7
2011-03-27 18:00:00,167.325
2011-03-27 19:00:00,131.99
2011-03-27 20:00:00,88.16
2011-03-27 21:00:00,76
2011-03-27 22:00:00,72.21
2011-03-27 23:00:00,42.945
2011-03-28 00:00:00,15.225
2011-03-28 01:00:00,5.83
2011-03-28 02:00:00,3.755
2011-03-28 03:00:00,2.225
2011-03-28 05:00:00,11.355
2011-03-28 06:00:00,43.525
2011-03-28 07:00:00,172.935
2011-03-28 08:00:00,312.725
2011-03-28 09:00:00,198.515
2011-03-28 10:00:00,123.545
2011-03-28 11:00:00,121.47
2011-03-28 12:00:00,140.22
2011-03-28 13:00:00,141.225
2011-03-28 14:00:00,149.13
2011-03-28 15:00:00,165.53
2011-03-28 16:00:00,177.92
2011-03-28 17:00:00,334.385
2011-03-28 18:00:00,322.815
2011-03-28 19:00:00,229.11
2011-03-28 20:00:00,141.935
2011-03-28 21:00:00,119.115
2011-03-28 22:00:00,73.19
2011-03-28 23:00:00,47.015
2011-03-29 00:00:00,14.12
2011-03-29 01:00:00,3.995
2011-03-29 02:00:00,4.115
2011-03-29 03:00:00,2.51
2011-03-29 04:00:00,2.01
2011-03-29 05:00:00,11.575
2011-03-29 06:00:00,55.005
2011-03-29 07:00:00,203.86
2011-03-29 08:00:00,338.84
2011-03-29 09:00:00,213.005
2011-03-29 10:00:00,120.345
2011-03-29 11:00:00,128.37
2011-03-29 12:00:00,150.73
2011-03-29 13:00:00,155.245
2011-03-29 14:00:00,156.91
2011-03-29 15:00:00,158.86
2011-03-29 16:00:00,182.59
2011-03-29 17:00:00,346.69
2011-03-29 18:00:00,293.415
2011-03-29 19:00:00,225.305
2011-03-29 20:00:00,151.11
2011-03-29 21:00:00,120.9
2011-03-29 22:00:00,98.945
2011-03-29 23:00:00,54.855
2011-03-30 00:00:00,18.505
2011-03-30 01:00:00,9.68
2011-03-30 02:00:00,5.115
2011-03-30 03:00:00,3.2
2011-03-30 04:00:00,3.25
2011-03-30 05:00:00,19.99
2011-03-30 06:00:00,92.89
2011-03-30 07:00:00,252.06
2011-03-30 08:00:00,426.21
2011-03-30 09:00:00,234.065
2011-03-30 10:00:00,125.55
2011-03-30 11:00:00,127.805
2011-03-30 12:00:00,133.04
2011-03-30 13:00:00,134.86
2011-03-30 14:00:00,134.61
2011-03-30 15:00:00,89.35
2011-03-30 16:00:00,90.375
2011-03-30 17:00:00,160.93
2011-03-30 18:00:00,197.035
2011-03-30 19:00:00,162.865
2011-03-30 20:00:00,91.615
2011-03-30 21:00:00,82.49
2011-03-30 22:00:00,70.775
2011-03-30 23:00:00,29.85
2011-03-31 00:00:00,8.155
2011-03-31 01:00:00,6.025
2011-03-31 02:00:00,4.48
2011-03-31 03:00:00,2.505
2011-03-31 04:00:00,2.435
2011-03-31 05:00:00,9.03
2011-03-31 06:00:00,31.525
2011-03-31 07:00:00,126.63
2011-03-31 08:00:00,298.04
2011-03-31 09:00:00,130.87
2011-03-31 10:00:00,77.855
2011-03-31 11:00:00,80.815
2011-03-31 12:00:00,82.585
2011-03-31 13:00:00,84.51
2011-03-31 14:00:00,82.755
2011-03-31 15:00:00,82.28
2011-03-31 16:00:00,112.38
2011-03-31 17:00:00,213.77
2011-03-31 18:00:00,236.355
2011-03-31 19:00:00,203.885
2011-03-31 20:00:00,96.66
2011-03-31 21:00:00,74.33
2011-03-31 22:00:00,58.97
2011-03-31 23:00:00,50.795
2011-04-20 00:00:00,28.905
2011-04-20 01:00:00,8.05
2011-04-20 02:00:00,7.73
2011-04-20 03:00:00,3.52
2011-04-20 04:00:00,3.34
2011-04-20 05:00:00,20.015
2011-04-20 06:00:00,84.095
2011-04-20 07:00:00,304.725
2011-04-20 08:00:00,558.02
2011-04-20 09:00:00,288.215
2011-04-20 10:00:00,158.75
2011-04-20 11:00:00,155.64
2011-04-20 12:00:00,250.655
2011-04-20 13:00:00,244.39
2011-04-20 14:00:00,211.545
2011-04-20 15:00:00,212.355
2011-04-20 16:00:00,375.765
2011-04-20 17:00:00,635.77
2011-04-20 18:00:00,552.215
2011-04-20 19:00:00,504.275
2011-04-20 20:00:00,341.975
2011-04-20 21:00:00,267.965
2011-04-20 22:00:00,168.17
2011-04-20 23:00:00,124.44
2011-04-21 00:00:00,42.14
2011-04-21 01:00:00,15.94
2011-04-21 02:00:00,13.44
2011-04-21 03:00:00,4.765
2011-04-21 04:00:00,4.275
2011-04-21 05:00:00,24.595
2011-04-21 06:00:00,93.79
2011-04-21 07:00:00,273.135
2011-04-21 08:00:00,489.275
2011-04-21 09:00:00,244.75
2011-04-21 10:00:00,191.69
2011-04-21 11:00:00,210.63
2011-04-21 12:00:00,260.5
2011-04-21 13:00:00,234.005
2011-04-21 14:00:00,194.365
2011-04-21 15:00:00,188.7
2011-04-21 16:00:00,305.05
2011-04-21 17:00:00,702.24
2011-04-21 18:00:00,559.715
2011-04-21 19:00:00,401.625
2011-04-21 20:00:00,283.785
2011-04-21 21:00:00,196.94
2011-04-21 22:00:00,158.94
2011-04-21 23:00:00,106.595
2011-04-22 00:00:00,35.28
2011-04-22 01:00:00,22.025
2011-04-22 02:00:00,9.99
2011-04-22 03:00:00,6.83
2011-04-22 04:00:00,5.125
2011-04-22 05:00:00,19.81
2011-04-22 06:00:00,82.025
2011-04-22 07:00:00,266.37
2011-04-22 08:00:00,478.9
2011-04-22 09:00:00,200.31
2011-04-22 10:00:00,121.415
2011-04-22 11:00:00,123.015
2011-04-22 12:00:00,104.3
2011-04-22 13:00:00,90.12
2011-04-22 14:00:00,46.765
2011-04-22 15:00:00,89.64
2011-04-22 16:00:00,137.985
2011-04-22 17:00:00,145.63
2011-04-22 18:00:00,113.32
2011-04-22 19:00:00,111.35
2011-04-22 20:00:00,84.965
2011-04-22 21:00:00,68.345
2011-04-22 22:00:00,53.81
2011-04-22 23:00:00,59.605
2011-04-23 00:00:00,46.035
2011-04-23 01:00:00,38.21
2011-04-23 02:00:00,34.645
2011-04-23 03:00:00,19.205
2011-04-23 04:00:00,5.77
2011-04-23 05:00:00,6.01
2011-04-23 06:00:00,18.245
